entry,address_city,address_code,first_entry_date,krs,legal_form,name,name_short,nip,regon,industriesR,industriesN,ceo_name,industriesJ,industriesM,industriesP,industriesL,industriesC,industriesG,industriesK,industriesF,industriesH,industriesI,industriesS,industriesQ,nazwa_jednostki,kwota_wsparcia
Stowarzyszenie Lokomotywa,Rabka-Zdrój,34-700,2005-07-29,238889,STOWARZYSZENIE,STOWARZYSZENIE LOKOMOTYWA,STOWARZYSZENIE LOKOMOTYWA,7352681824.0,120096033.0,,,Grzegorz Ryszard Werner,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Łódź,93-219,2009-07-02,332713,STOWARZYSZENIE,ŁÓDZKIE STOWARZYSZENIE LOKOMOTYWA,ŁÓDZKIE STOWARZYSZENIE LOKOMOTYWA,7282740294.0,100819085.0,,,,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Siedliska,05-500,2005-10-13,243120,STOWARZYSZENIE,"STOWARZYSZENIE ""ZIELONA LOKOMOTYWA""","STOWARZYSZENIE ""ZIELONA LOKOMOTYWA""",,,,,Maria Bernacka Rheims,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Leszno,05-084,2006-01-11,248841,STOWARZYSZENIE,STOWARZYSZENIE LOKOMOTYWA-LESZNO,STOWARZYSZENIE LOKOMOTYWA-LESZNO,,,,,Ilona Anna Goszczyńska,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Bydgoszcz,85-620,2001-12-19,73268,STOWARZYSZENIE,"KONFERENCJA STOWARZYSZENIA ŚW. WINCENTEGO A PAULO OGNISKO ""LOKOMOTYWA""","KONFERENCJA STOWARZYSZENIA ŚW. WINCENTEGO A PAULO OGNISKO ""LOKOMOTYWA""",,92995110.0,,,,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Majdan Królewski,36-110,2011-08-24,394329,STOWARZYSZENIE,"STOWARZYSZENIE WSPIERANIA INICJATYW LOKALNYCH W GMINIE MAJDAN KRÓLEWSKI ""LOKOMOTYWA""","STOWARZYSZENIE WSPIERANIA INICJATYW LOKALNYCH W GMINIE MAJDAN KRÓLEWSKI ""LOKOMOTYWA""",8141681532.0,180757640.0,,,Anna Ozga,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Tomaszów Mazowiecki,97-200,2014-09-22,524056,STOWARZYSZENIE,"STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH ""ZIELONA LOKOMOTYWA"" W TOMASZOWIE MAZOWIECKIM","STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH ""ZIELONA LOKOMOTYWA"" W TOMASZOWIE MAZOWIECKIM",,,,,Dorota Tkaczyk Butrym,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Lokomotywa,Luboszyce,46-022,2011-10-27,400294,STOWARZYSZENIE,"STOWARZYSZENIE PROMOCJI I ROZWOJU WSI ""LOKOMOTYWA"" W LUBOSZYCACH","STOWARZYSZENIE PROMOCJI I ROZWOJU WSI ""LOKOMOTYWA"" W LUBOSZYCACH",,,,,,,,,,,,,,,,,,Stowarzyszenie Lokomotywa,17058
Stowarzyszenie Miłośników Muzyki Chrześcijańskiej Gospel,Osiek,83-221,2004-03-19,200791,STOWARZYSZENIE,STOWARZYSZENIE MIŁOŚNIKÓW MUZYKI CHRZEŚCIJAŃSKIEJ GOSPEL,STOWARZYSZENIE MIŁOŚNIKÓW MUZYKI CHRZEŚCIJAŃSKIEJ GOSPEL,5921947263.0,192036492.0,,,Zdzisław Józef Ossowski,,,,,,,,,,,,,Stowarzyszenie Miłośników Muzyki Chrześcijańskiej Gospel,75325
STOWARZYSZENIE MUSIC EVERYWHERE,Gdańsk,80-766,2013-12-12,490100,STOWARZYSZENIE,STOWARZYSZENIE MUSIC EVERYWHERE,STOWARZYSZENIE MUSIC EVERYWHERE,5833163728.0,222004546.0,,,Zuzanna Andrzejewska,,,,,,,,,,,,,STOWARZYSZENIE MUSIC EVERYWHERE,8397
Stowarzyszenie Musica Nostra,Poznań,61-716,2009-07-01,332265,STOWARZYSZENIE,STOWARZYSZENIE MUSICA NOSTRA,STOWARZYSZENIE MUSICA NOSTRA,7792359966.0,301142477.0,,,Michał Sergiusz Mierzejewski,,,,,,,,,,,,,Stowarzyszenie Musica Nostra,53500
STOWARZYSZENIE MUZYCZNE ŚLĄSKI JAZZ CLUB,Gliwice,44-100,2002-09-10,124999,STOWARZYSZENIE,STOWARZYSZENIE MUZYCZNE ŚLĄSKI JAZZ CLUB,STOWARZYSZENIE MUZYCZNE ŚLĄSKI JAZZ CLUB,6312207903.0,806683.0,,,Daniel Ryciak,,,,,,,,,,,,,STOWARZYSZENIE MUZYCZNE ŚLĄSKI JAZZ CLUB,5000
Stowarzyszenie Na scenie,Kraków,31-126,2016-11-25,641941,STOWARZYSZENIE,STOWARZYSZENIE NA SCENIE,STOWARZYSZENIE NA SCENIE,6762517408.0,365940743.0,,,Wojciech Kazimierz Graniczewski,,,,,,,,,,,,,Stowarzyszenie Na scenie,11240
Stowarzyszenie Na scenie,Porąbka Uszewska,32-854,2016-05-13,618304,STOWARZYSZENIE,STOWARZYSZENIE SZTUKA NA SCENIE,STOWARZYSZENIE SZTUKA NA SCENIE,8691985622.0,364455490.0,,,Katarzyna Zofia Gurgul,,,,,,,,,,,,,Stowarzyszenie Na scenie,11240
Stowarzyszenie Na scenie,Lublin,20-950,2001-02-13,747,STOWARZYSZENIE,STOWARZYSZENIE NA RZECZ SCENY PLASTYCZNEJ KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO,STOWARZYSZENIE NA RZECZ SCENY PLASTYCZNEJ KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO,7122641583.0,432257078.0,,,Leszek Józef Mądzik,,,,,,,,,,,,,Stowarzyszenie Na scenie,11240
Stowarzyszenie Niezależna Manufaktura Taneczna,Wrocław,51-116,2008-12-04,318849,STOWARZYSZENIE,"STOWARZYSZENIE ""NIEZALEŻNA MANUFAKTURA TANECZNA""","STOWARZYSZENIE ""NIEZALEŻNA MANUFAKTURA TANECZNA""",,,,,Ewa Krystyna Staroń,,,,,,,,,,,,,Stowarzyszenie Niezależna Manufaktura Taneczna,15000
Stowarzyszenie Nowoczesna Kultura,Szczecin,70-311,2016-10-19,641828,STOWARZYSZENIE,STOWARZYSZENIE NOWOCZESNA KULTURA,STOWARZYSZENIE NOWOCZESNA KULTURA,8522625246.0,365669996.0,,,,,,,,,,,,,,,,Stowarzyszenie Nowoczesna Kultura,34890
STOWARZYSZENIE PER ARTEM VITAE,Łódź,90-403,2018-05-29,733693,STOWARZYSZENIE,STOWARZYSZENIE PER ARTEM VITAE,STOWARZYSZENIE PER ARTEM VITAE,7252280149.0,380361137.0,,,Janusz Andrzej Majewski,,,,,,,,,,,,,STOWARZYSZENIE PER ARTEM VITAE,3950
Stowarzyszenie Piwnica Świętego Norberta,Kraków,31-128,2001-12-19,70277,STOWARZYSZENIE,"STOWARZYSZENIE ""PIWNICA ŚWIĘTEGO NORBERTA""","STOWARZYSZENIE ""PIWNICA ŚWIĘTEGO NORBERTA""",6762202142.0,356381012.0,,,Stefan Andrzej Błaszczyński,,,,,,,,,,,,,Stowarzyszenie Piwnica Świętego Norberta,75000
Stowarzyszenie Pogotowie Kulturalno-Społeczne,Białystok,15-028,2007-03-12,275852,STOWARZYSZENIE,STOWARZYSZENIE POGOTOWIE KULTURALNO-SPOŁECZNE,STOWARZYSZENIE POGOTOWIE KULTURALNO-SPOŁECZNE,9661946463.0,200139520.0,,,Jędrzej Dondziło,,,,,,,,,,,,,Stowarzyszenie Pogotowie Kulturalno-Społeczne,146140
Stowarzyszenie Promocji Artystycznej,Solniki,16-060,,214692,STOWARZYSZENIE,STOWARZYSZENIE PROMOCJI ARTYSTYCZNEJ,STOWARZYSZENIE PROMOCJI ARTYSTYCZNEJ,5422900792.0,52244411.0,,,,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Łódź,90-716,2009-03-27,326852,STOWARZYSZENIE,"STOWARZYSZENIE PROMOCJI INICJATYW ARTYSTYCZNYCH ""OPERATIVA""","STOWARZYSZENIE PROMOCJI INICJATYW ARTYSTYCZNYCH ""OPERATIVA""",7272741458.0,100649714.0,,,,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Gorzów Wielkopolski,66-400,2007-02-09,273860,STOWARZYSZENIE,"GORZOWSKIE STOWARZYSZENIE PROMOCJI ARTYSTYCZNEJ ""LANS""","GORZOWSKIE STOWARZYSZENIE PROMOCJI ARTYSTYCZNEJ ""LANS""",5992998701.0,80159563.0,,,,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Gorzów Wielkopolski,66-400,2001-12-14,72066,STOWARZYSZENIE,"STOWARZYSZENIE PROMOCJI ARTYSTYCZNEJ ""KONTRA-MINI""","STOWARZYSZENIE PROMOCJI ARTYSTYCZNEJ ""KONTRA-MINI""",,210961932.0,,,Jadwiga Władysława Scecewicz,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Warszawa,00-272,2009-08-13,334980,STOWARZYSZENIE,"PLEXUS ARTIS, STOWARZYSZENIE - PROMOCJA WSPÓŁCZESNEJ TKANINY ARTYSTYCZNEJ","PLEXUS ARTIS, STOWARZYSZENIE - PROMOCJA WSPÓŁCZESNEJ TKANINY ARTYSTYCZNEJ",,,,,Renata Michaluk,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Katowice,40-059,2011-06-10,388714,STOWARZYSZENIE,STOWARZYSZENIE NA RZECZ PROMOCJI FOTOGRAFII ARTYSTYCZNEJ WWW.WARSZTATY-FOTOGRAFICZNE.ORG,STOWARZYSZENIE NA RZECZ PROMOCJI FOTOGRAFII ARTYSTYCZNEJ WWW.WARSZTATY-FOTOGRAFICZNE.ORG,,,,,Artur Eliasz Rychlicki,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Nałęczów,24-150,2015-03-30,550951,STOWARZYSZENIE,"STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI EDUKACJI ARTYSTYCZNEJ ""PRELUDIUM"" W NAŁĘCZOWIE","STOWARZYSZENIE NA RZECZ ROZWOJU I PROMOCJI EDUKACJI ARTYSTYCZNEJ ""PRELUDIUM"" W NAŁĘCZOWIE",7162816698.0,361132220.0,,,Wioletta Maria Sieczkowska Kos,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Promocji Artystycznej,Katowice,41-424,2011-05-02,383792,STOWARZYSZENIE,STOWARZYSZENIE NA RZECZ WSPIERANIA ROZWOJU I PROMOCJI ŚRODOWISK ARTYSTYCZNYCH TWÓRCZYCH FASHION ART SILESIA,STOWARZYSZENIE NA RZECZ WSPIERANIA ROZWOJU I PROMOCJI ŚRODOWISK ARTYSTYCZNYCH TWÓRCZYCH FASHION ART SILESIA,,,,,Justyna Dyluś,,,,,,,,,,,,,Stowarzyszenie Promocji Artystycznej,69170
Stowarzyszenie Pruszkowianka,Pruszków,05-800,2012-08-22,430638,STOWARZYSZENIE,STOWARZYSZENIE PRUSZKOWIANKA,STOWARZYSZENIE PRUSZKOWIANKA,5342487769.0,146268420.0,,,Jarosław Kamil Mazur,,,,,,,,,,,,,Stowarzyszenie Pruszkowianka,9591
"Stowarzyszenie Przyjaciół Muzyki Kameralnej ""Arbos""",Mikołów,43-190,2012-05-18,421232,STOWARZYSZENIE,"STOWARZYSZENIE PRZYJACIÓŁ MUZYKI KAMERALNEJ ""ARBOS""","STOWARZYSZENIE PRZYJACIÓŁ MUZYKI KAMERALNEJ ""ARBOS""",,,,,Krzysztof Lasoń,,,,,,,,,,,,,"Stowarzyszenie Przyjaciół Muzyki Kameralnej ""Arbos""",115000
"Stowarzyszenie Przyjaciół Zespołu ""DINO""",Targanice,34-120,2001-05-23,14149,STOWARZYSZENIE,"STOWARZYSZENIE PRZYJACIÓŁ ZESPOŁU ""DINO""","STOWARZYSZENIE PRZYJACIÓŁ ZESPOŁU ""DINO""",5512285474.0,356309782.0,,,Danuta Mrawczyńska,,,,,,,,,,,,,"Stowarzyszenie Przyjaciół Zespołu ""DINO""",20798
Stowarzyszenie Przyjaciół Zespołu Pieśni i Tańca Ziemi Szczecińskiej Krąg,Szczecin,71-806,2019-04-08,780898,STOWARZYSZENIE,"STOWARZYSZENIE PRZYJACIÓŁ ZESPOŁU PIEŚNI I TAŃCA ZIEMI SZCZECIŃSKIEJ ""KRĄG""","STOWARZYSZENIE PRZYJACIÓŁ ZESPOŁU PIEŚNI I TAŃCA ZIEMI SZCZECIŃSKIEJ ""KRĄG""",8513236456.0,383052655.0,,,Lesław Sambor Rządziński,,,,,,,,,,,,,Stowarzyszenie Przyjaciół Zespołu Pieśni i Tańca Ziemi Szczecińskiej Krąg,8500
Stowarzyszenie Radomskiej Młodzieżowej Orkiestry Grandioso,Radom,26-600,2007-05-25,281451,STOWARZYSZENIE,STOWARZYSZENIE RADOMSKIEJ MŁODZIEŻOWEJ ORKIESTRY GRANDIOSO,STOWARZYSZENIE RADOMSKIEJ MŁODZIEŻOWEJ ORKIESTRY GRANDIOSO,7962785551.0,140999417.0,,,Dariusz Krzysztof Krajewski,,,,,,,,,,,,,Stowarzyszenie Radomskiej Młodzieżowej Orkiestry Grandioso,21553
Stowarzyszenie Rozwoju Kultury Akademickiej,Lublin,20-825,2009-12-31,345774,STOWARZYSZENIE,STOWARZYSZENIE ROZWOJU KULTURY AKADEMICKIEJ,STOWARZYSZENIE ROZWOJU KULTURY AKADEMICKIEJ,7123194979.0,60571865.0,,,Agnieszka Ewa Matecka Skrzypek,,,,,,,,,,,,,Stowarzyszenie Rozwoju Kultury Akademickiej,3300
Stowarzyszenie Rozwoju Poprzez Taniec PROGRES,Ostrołęka,07-417,2013-11-29,488382,STOWARZYSZENIE,"STOWARZYSZENIE ROZWOJU POPRZEZ TANIEC ""PROGRES""","STOWARZYSZENIE ROZWOJU POPRZEZ TANIEC ""PROGRES""",7582354170.0,147005710.0,,,Żaneta Cwalina Śliwowska,,,,,,,,,,,,,Stowarzyszenie Rozwoju Poprzez Taniec PROGRES,50000
Stowarzyszenie Scena 96,Warszawa,02-026,2004-06-09,209154,STOWARZYSZENIE,STOWARZYSZENIE SCENA 96,STOWARZYSZENIE SCENA 96,,12655513.0,,,Sławomir Krawczyński,,,,,,,,,,,,,Stowarzyszenie Scena 96,53500
Stowarzyszenie Scena Moliera,Kraków,31-814,2013-05-27,463272,STOWARZYSZENIE,STOWARZYSZENIE SCENA MOLIERA,STOWARZYSZENIE SCENA MOLIERA,9452175613.0,122953560.0,,,Danuta Helena Damek,,,,,,,,,,,,,Stowarzyszenie Scena Moliera,20500
Stowarzyszenie Smolna,Warszawa,00-375,2005-11-23,245615,STOWARZYSZENIE,STOWARZYSZENIE SMOLNA,STOWARZYSZENIE SMOLNA,5252451029.0,15330728.0,,,Jarosław Chołodecki,,,,,,,,,,,,,Stowarzyszenie Smolna,200000
Stowarzyszenie Smolna,Warszawa,00-375,2005-10-14,243393,STOWARZYSZENIE,"STOWARZYSZENIE PRZYJACIÓŁ ""SMOLNA""","STOWARZYSZENIE PRZYJACIÓŁ ""SMOLNA""",,,,,,,,,,,,,,,,,,Stowarzyszenie Smolna,200000
Stowarzyszenie Smolna,Warszawa,00-714,2008-06-11,308024,STOWARZYSZENIE,STOWARZYSZENIE INSTYTUT GIER SMOLNA,STOWARZYSZENIE INSTYTUT GIER SMOLNA,,,,,Tomasz Bulzacki,,,,,,,,,,,,,Stowarzyszenie Smolna,200000
Stowarzyszenie Smolna,Smolno Wielkie,66-120,2011-11-29,403399,STOWARZYSZENIE,STOWARZYSZENIE NA RZECZ ROZWOJU WSI SMOLNO WIELKIE,STOWARZYSZENIE NA RZECZ ROZWOJU WSI SMOLNO WIELKIE,,,,,Aleksandra Maria Tomczak,,,,,,,,,,,,,Stowarzyszenie Smolna,200000
"Stowarzyszenie Społeczno -Kulturalne „Regiony""",Pawlikowice,32-020,2015-07-02,563930,STOWARZYSZENIE,STOWARZYSZENIE SPOŁECZNO - KULTURALNE REGIONY,STOWARZYSZENIE SPOŁECZNO - KULTURALNE REGIONY,6832086506.0,361999053.0,,,Krzysztof Andrzej Brożek,,,,,,,,,,,,,"Stowarzyszenie Społeczno -Kulturalne „Regiony""",20000
"Stowarzyszenie Społeczno -Kulturalne „Regiony""",Oława,55-200,2004-11-25,222517,STOWARZYSZENIE,"STOWARZYSZENIE SPOŁECZNO-KULTURALNE ""EURO - REGION ŚLĄSK""","STOWARZYSZENIE SPOŁECZNO-KULTURALNE ""EURO - REGION ŚLĄSK""",,,,,,,,,,,,,,,,,,"Stowarzyszenie Społeczno -Kulturalne „Regiony""",20000
"Stowarzyszenie Społeczno -Kulturalne „Regiony""",Łuków,21-400,2001-05-24,14824,STOWARZYSZENIE,"STOWARZYSZENIE SPOŁECZNO - KULTURALNE ""NASZ REGION"" Z SIEDZIBĄ W ŁUKOWIE","STOWARZYSZENIE SPOŁECZNO - KULTURALNE ""NASZ REGION"" Z SIEDZIBĄ W ŁUKOWIE",8251926383.0,30815240.0,,,Alina Kaźmierczak,,,,,,,,,,,,,"Stowarzyszenie Społeczno -Kulturalne „Regiony""",20000
Stowarzyszenie Spółdzielnia Teatralna,Poznań,61-063,2009-12-22,344646,STOWARZYSZENIE,STOWARZYSZENIE SPÓŁDZIELNIA TEATRALNA,STOWARZYSZENIE SPÓŁDZIELNIA TEATRALNA,7822490896.0,301306424.0,,,Tomasz Witold Rozmianiec,,,,,,,,,,,,,Stowarzyszenie Spółdzielnia Teatralna,44433
Stowarzyszenie Studentów i Absolwentów Uniwersytetu Rzeszowskiego,Rzeszów,35-326,2004-01-30,191916,STOWARZYSZENIE,STOWARZYSZENIE STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU RZESZOWSKIEGO,STOWARZYSZENIE STUDENTÓW I ABSOLWENTÓW UNIWERSYTETU RZESZOWSKIEGO,8133345498.0,691771765.0,,,Paweł Piotr Stawarz,,,,,,,,,,,,,Stowarzyszenie Studentów i Absolwentów Uniwersytetu Rzeszowskiego,165000
Stowarzyszenie Studio Teatralne Koło,Warszawa,03-808,2002-04-04,103789,STOWARZYSZENIE,"STOWARZYSZENIE ""STUDIO TEATRALNE KOŁO""","STOWARZYSZENIE ""STUDIO TEATRALNE KOŁO""",,,,,Marta Monika Wójcicka,,,,,,,,,,,,,Stowarzyszenie Studio Teatralne Koło,43000
STOWARZYSZENIE SZTUKA TEATR,Bielsko-Biała,43-300,2003-09-11,172223,STOWARZYSZENIE,STOWARZYSZENIE SZTUKA TEATR,STOWARZYSZENIE SZTUKA TEATR,5471471931.0,70743040.0,,,Jerzy Batycki,,,,,,,,,,,,,STOWARZYSZENIE SZTUKA TEATR,77526
STOWARZYSZENIE SZTUKA TEATR,Gorzów Wielkopolski,66-400,2003-12-05,182146,STOWARZYSZENIE,"STOWARZYSZENIE MIŁOŚNIKÓW TEATRU I SZTUKI - TEATR SENIORA ""MASKI I TWARZE""","STOWARZYSZENIE MIŁOŚNIKÓW TEATRU I SZTUKI - TEATR SENIORA ""MASKI I TWARZE""",,,,,Jolanta Józefa Szeliga Bujak,,,,,,,,,,,,,STOWARZYSZENIE SZTUKA TEATR,77526
STOWARZYSZENIE SZTUKA TEATR,Zamość,22-400,2003-07-11,165184,STOWARZYSZENIE,STOWARZYSZENIE TEATR PERFORMER INSTYTUT SZTUKI NOWEJ,STOWARZYSZENIE TEATR PERFORMER INSTYTUT SZTUKI NOWEJ,,950266857.0,,,Robert Jędrzejewski,,,,,,,,,,,,,STOWARZYSZENIE SZTUKA TEATR,77526
Stowarzyszenie Śląskie Zakłady Sztuki,Tychy,43-100,2007-11-15,292472,STOWARZYSZENIE,STOWARZYSZENIE ŚLĄSKIE ZAKŁADY SZTUKI,STOWARZYSZENIE ŚLĄSKIE ZAKŁADY SZTUKI,,,,,Jakub Zdzisław Kabus,,,,,,,,,,,,,Stowarzyszenie Śląskie Zakłady Sztuki,91256
STOWARZYSZENIE ŚPIEWACZE „HARMONIA”,Łódź,90-547,2005-06-02,235040,STOWARZYSZENIE,"STOWARZYSZENIE ŚPIEWACZE ""HARMONIA""","STOWARZYSZENIE ŚPIEWACZE ""HARMONIA""",7262145513.0,471653177.0,,,Małgorzata Ircha,,,,,,,,,,,,,STOWARZYSZENIE ŚPIEWACZE „HARMONIA”,18000
Stowarzyszenie Teatr Bo Tak,Rzeszów,35-077,2013-05-17,462486,STOWARZYSZENIE,STOWARZYSZENIE TEATR BO TAK,STOWARZYSZENIE TEATR BO TAK,8151797667.0,180975762.0,,,Przemysław Maciej Kolasa,,,,,,,,,,,,,Stowarzyszenie Teatr Bo Tak,55000
STOWARZYSZENIE TEATR FORMY,Wrocław,51-215,2002-05-07,103325,STOWARZYSZENIE,STOWARZYSZENIE TEATR FORMY,STOWARZYSZENIE TEATR FORMY,8951726120.0,932241297.0,,,Tadeusz Beutel,,,,,,,,,,,,,STOWARZYSZENIE TEATR FORMY,51725
Stowarzyszenie Teatr Kana,Szczecin,70-521,2001-11-20,62869,STOWARZYSZENIE,STOWARZYSZENIE TEATR KANA,STOWARZYSZENIE TEATR KANA,8511044994.0,810523490.0,,,Marta Aurelia Giers Sanecka,,,,,,,,,,,,,Stowarzyszenie Teatr Kana,47581
Stowarzyszenie Teatr Mumerus,Kraków,31-624,2002-11-28,141134,STOWARZYSZENIE,STOWARZYSZENIE TEATR MUMERUS,STOWARZYSZENIE TEATR MUMERUS,,357043040.0,,,Wiesław Jacek Hołdys,,,,,,,,,,,,,Stowarzyszenie Teatr Mumerus,25550
Stowarzyszenie Teatr Nowy,Kraków,31-066,2008-01-23,297555,STOWARZYSZENIE,STOWARZYSZENIE TEATR NOWY,STOWARZYSZENIE TEATR NOWY,6762364821.0,120616389.0,,,Piotr Sieklucki,,,,,,,,,,,,,Stowarzyszenie Teatr Nowy,129198
Stowarzyszenie Teatr Nowy,Wrocław,50-132,2019-04-17,782143,STOWARZYSZENIE,STOWARZYSZENIE TEATR NOWY ŚWIAT,STOWARZYSZENIE TEATR NOWY ŚWIAT,8971865876.0,383136613.0,,,Anna Kieca,,,,,,,,,,,,,Stowarzyszenie Teatr Nowy,129198
Stowarzyszenie Teatr Nowy,Zamość,22-400,2003-07-11,165184,STOWARZYSZENIE,STOWARZYSZENIE TEATR PERFORMER INSTYTUT SZTUKI NOWEJ,STOWARZYSZENIE TEATR PERFORMER INSTYTUT SZTUKI NOWEJ,,950266857.0,,,Robert Jędrzejewski,,,,,,,,,,,,,Stowarzyszenie Teatr Nowy,129198
Stowarzyszenie Teatr Nowy,Zabrze,41-800,2016-04-26,614618,STOWARZYSZENIE,"STOWARZYSZENIE PRZYJACIÓŁ TEATRU NOWEGO W ZABRZU ""Z KULTURĄ""","STOWARZYSZENIE PRZYJACIÓŁ TEATRU NOWEGO W ZABRZU ""Z KULTURĄ""",6482777752.0,364296257.0,,,Agata Barbara Śliwa,,,,,,,,,,,,,Stowarzyszenie Teatr Nowy,129198
Stowarzyszenie Teatr Tańca i Ruchu z Ogniem Mantikora,Opole,45-218,2011-10-18,399294,STOWARZYSZENIE,STOWARZYSZENIE TEATR TAŃCA I RUCHU Z OGNIEM MANTIKORA,STOWARZYSZENIE TEATR TAŃCA I RUCHU Z OGNIEM MANTIKORA,7543061050.0,161433139.0,,,Natalia Alicja Ciępka,,,,,,,,,,,,,Stowarzyszenie Teatr Tańca i Ruchu z Ogniem Mantikora,7000
Stowarzyszenie Teatr TeTaTeT,Kielce,25-635,2017-11-27,705898,STOWARZYSZENIE,STOWARZYSZENIE TEATR TETATET,STOWARZYSZENIE TEATR TETATET,9591999051.0,368833309.0,,,Teresa Bielińska,,,,,,,,,,,,,Stowarzyszenie Teatr TeTaTeT,64368
Stowarzyszenie Teatr Żelazny,Katowice,40-171,2003-11-24,179597,STOWARZYSZENIE,STOWARZYSZENIE TEATR ŻELAZNY,STOWARZYSZENIE TEATR ŻELAZNY,9691355330.0,278169947.0,,,Piotr Łukasz Wiśniewski,,,,,,,,,,,,,Stowarzyszenie Teatr Żelazny,348035
Stowarzyszenie Teatralne ANTRAKT,Poznań,60-509,2002-04-02,102270,STOWARZYSZENIE,STOWARZYSZENIE TEATRALNE ANTRAKT,STOWARZYSZENIE TEATRALNE ANTRAKT,7831282683.0,630759970.0,,,Renata Stolarska,,,,,,,,,,,,,Stowarzyszenie Teatralne ANTRAKT,39500
Stowarzyszenie Teatralne CHOREA,Łódź,90-365,2004-02-10,194146,STOWARZYSZENIE,"STOWARZYSZENIE TEATRALNE ""CHOREA""","STOWARZYSZENIE TEATRALNE ""CHOREA""",7122850832.0,432695476.0,,,Tomasz Rodowicz,,,,,,,,,,,,,Stowarzyszenie Teatralne CHOREA,80020
Stowarzyszenie Teatralne Teatr Biuro Podróży,Poznań,60-759,2002-01-18,76373,STOWARZYSZENIE,"STOWARZYSZENIE TEATRALNE TEATR ""BIURO PODRÓŻY""","STOWARZYSZENIE TEATRALNE TEATR ""BIURO PODRÓŻY""",7831244211.0,630203787.0,,,,,,,,,,,,,,,,Stowarzyszenie Teatralne Teatr Biuro Podróży,269000
Stowarzyszenie Teatralne Teatr Cinema,Michałowice,58-572,2002-01-04,56397,STOWARZYSZENIE,"STOWARZYSZENIE TEATRALNE TEATR ""CINEMA""","STOWARZYSZENIE TEATRALNE TEATR ""CINEMA""",,230360217.0,,,Zbigniew Szumski,,,,,,,,,,,,,Stowarzyszenie Teatralne Teatr Cinema,16950
Stowarzyszenie Teatralno-edukacyjne Korkoro,Gdynia,80-116,2015-05-12,557808,STOWARZYSZENIE,STOWARZYSZENIE TEATRALNO-EDUKACYJNE KORKORO,STOWARZYSZENIE TEATRALNO-EDUKACYJNE KORKORO,9581669122.0,361503543.0,,,Krzysztof Gojtowski,,,,,,,,,,,,,Stowarzyszenie Teatralno-edukacyjne Korkoro,26600
Stowarzyszenie Teatrów Nieinstytucjonalnych STEN,Kraków,31-020,2001-10-30,57753,STOWARZYSZENIE,STOWARZYSZENIE TEATRÓW NIEINSTYTUCJONALNYCH STEN,STOWARZYSZENIE TEATRÓW NIEINSTYTUCJONALNYCH STEN,6782716140.0,351616433.0,,,Jacek Eugeniusz Milczanowski,,,,,,,,,,,,,Stowarzyszenie Teatrów Nieinstytucjonalnych STEN,15350
Stowarzyszenie Towarzystwo Teatralne,Wrocław,53-144,2016-09-19,634734,STOWARZYSZENIE,STOWARZYSZENIE TOWARZYSTWO TEATRALNE,STOWARZYSZENIE TOWARZYSTWO TEATRALNE,8992798211.0,365419437.0,,,Elżbieta Lejman Krzysztyniak,,,,,,,,,,,,,Stowarzyszenie Towarzystwo Teatralne,112900
"Stowarzyszenie Twórców ""Cztery wymiary to dla nas za mało""",Warszawa,00-466,2017-02-06,661870,STOWARZYSZENIE,"STOWARZYSZENIE TWÓRCÓW ""CZTERY WYMIARY TO DLA NAS ZA MAŁO""","STOWARZYSZENIE TWÓRCÓW ""CZTERY WYMIARY TO DLA NAS ZA MAŁO""",7010662344.0,366503832.0,,,Tomasz Leszczyński,,,,,,,,,,,,,"Stowarzyszenie Twórców ""Cztery wymiary to dla nas za mało""",161590
